,0,1,2,3,4,5,6,7,8,9,10,11
28510,s,y,s,t,e,m,,,,,,
28511,l,1,,,,,,,,,,
28512,l,2,,,,,,,,,,
28513,f,e,a,t,u,r,e,s,,,,
28514,t,h,e,t,a,,,,,,,
28515,i,n,t,e,r,c,e,p,t,,,
28516,c,o,e,f,f,i,c,i,e,n,t,s
28517,a,c,c,u,r,a,c,y,,,,
28518,a,u,r,o,c,,,,,,,
28519,a,u,p,r,,,,,,,,
28520,s,y,s,t,e,m,,,,,,
28521,l,1,,,,,,,,,,
28522,l,2,,,,,,,,,,
28523,f,e,a,t,u,r,e,s,,,,
28524,t,h,e,t,a,,,,,,,
28525,i,n,t,e,r,c,e,p,t,,,
28526,c,o,e,f,f,i,c,i,e,n,t,s
28527,a,c,c,u,r,a,c,y,,,,
28528,a,u,r,o,c,,,,,,,
28529,a,u,p,r,,,,,,,,
28530,s,y,s,t,e,m,,,,,,
28531,l,1,,,,,,,,,,
28532,l,2,,,,,,,,,,
28533,f,e,a,t,u,r,e,s,,,,
28534,t,h,e,t,a,,,,,,,
28535,i,n,t,e,r,c,e,p,t,,,
28536,c,o,e,f,f,i,c,i,e,n,t,s
28537,a,c,c,u,r,a,c,y,,,,
28538,a,u,r,o,c,,,,,,,
28539,a,u,p,r,,,,,,,,
28540,s,y,s,t,e,m,,,,,,
28541,l,1,,,,,,,,,,
28542,l,2,,,,,,,,,,
28543,f,e,a,t,u,r,e,s,,,,
28544,t,h,e,t,a,,,,,,,
28545,i,n,t,e,r,c,e,p,t,,,
28546,c,o,e,f,f,i,c,i,e,n,t,s
28547,a,c,c,u,r,a,c,y,,,,
28548,a,u,r,o,c,,,,,,,
28549,a,u,p,r,,,,,,,,
28550,s,y,s,t,e,m,,,,,,
28551,l,1,,,,,,,,,,
28552,l,2,,,,,,,,,,
28553,f,e,a,t,u,r,e,s,,,,
28554,t,h,e,t,a,,,,,,,
28555,i,n,t,e,r,c,e,p,t,,,
28556,c,o,e,f,f,i,c,i,e,n,t,s
28557,a,c,c,u,r,a,c,y,,,,
28558,a,u,r,o,c,,,,,,,
28559,a,u,p,r,,,,,,,,
28560,s,y,s,t,e,m,,,,,,
28561,l,1,,,,,,,,,,
28562,l,2,,,,,,,,,,
28563,f,e,a,t,u,r,e,s,,,,
28564,t,h,e,t,a,,,,,,,
28565,i,n,t,e,r,c,e,p,t,,,
28566,c,o,e,f,f,i,c,i,e,n,t,s
28567,a,c,c,u,r,a,c,y,,,,
28568,a,u,r,o,c,,,,,,,
28569,a,u,p,r,,,,,,,,
28570,s,y,s,t,e,m,,,,,,
28571,l,1,,,,,,,,,,
28572,l,2,,,,,,,,,,
28573,f,e,a,t,u,r,e,s,,,,
28574,t,h,e,t,a,,,,,,,
28575,i,n,t,e,r,c,e,p,t,,,
28576,c,o,e,f,f,i,c,i,e,n,t,s
28577,a,c,c,u,r,a,c,y,,,,
28578,a,u,r,o,c,,,,,,,
28579,a,u,p,r,,,,,,,,
28580,s,y,s,t,e,m,,,,,,
28581,l,1,,,,,,,,,,
28582,l,2,,,,,,,,,,
28583,f,e,a,t,u,r,e,s,,,,
28584,t,h,e,t,a,,,,,,,
28585,i,n,t,e,r,c,e,p,t,,,
28586,c,o,e,f,f,i,c,i,e,n,t,s
28587,a,c,c,u,r,a,c,y,,,,
28588,a,u,r,o,c,,,,,,,
28589,a,u,p,r,,,,,,,,
28590,s,y,s,t,e,m,,,,,,
28591,l,1,,,,,,,,,,
28592,l,2,,,,,,,,,,
28593,f,e,a,t,u,r,e,s,,,,
28594,t,h,e,t,a,,,,,,,
28595,i,n,t,e,r,c,e,p,t,,,
28596,c,o,e,f,f,i,c,i,e,n,t,s
28597,a,c,c,u,r,a,c,y,,,,
28598,a,u,r,o,c,,,,,,,
28599,a,u,p,r,,,,,,,,
28600,s,y,s,t,e,m,,,,,,
28601,l,1,,,,,,,,,,
28602,l,2,,,,,,,,,,
28603,f,e,a,t,u,r,e,s,,,,
28604,t,h,e,t,a,,,,,,,
28605,i,n,t,e,r,c,e,p,t,,,
28606,c,o,e,f,f,i,c,i,e,n,t,s
28607,a,c,c,u,r,a,c,y,,,,
28608,a,u,r,o,c,,,,,,,
28609,a,u,p,r,,,,,,,,
28610,s,y,s,t,e,m,,,,,,
28611,l,1,,,,,,,,,,
28612,l,2,,,,,,,,,,
28613,f,e,a,t,u,r,e,s,,,,
28614,t,h,e,t,a,,,,,,,
28615,i,n,t,e,r,c,e,p,t,,,
28616,c,o,e,f,f,i,c,i,e,n,t,s
28617,a,c,c,u,r,a,c,y,,,,
28618,a,u,r,o,c,,,,,,,
28619,a,u,p,r,,,,,,,,
28620,s,y,s,t,e,m,,,,,,
28621,l,1,,,,,,,,,,
28622,l,2,,,,,,,,,,
28623,f,e,a,t,u,r,e,s,,,,
28624,t,h,e,t,a,,,,,,,
28625,i,n,t,e,r,c,e,p,t,,,
28626,c,o,e,f,f,i,c,i,e,n,t,s
28627,a,c,c,u,r,a,c,y,,,,
28628,a,u,r,o,c,,,,,,,
28629,a,u,p,r,,,,,,,,
28630,s,y,s,t,e,m,,,,,,
28631,l,1,,,,,,,,,,
28632,l,2,,,,,,,,,,
28633,f,e,a,t,u,r,e,s,,,,
28634,t,h,e,t,a,,,,,,,
28635,i,n,t,e,r,c,e,p,t,,,
28636,c,o,e,f,f,i,c,i,e,n,t,s
28637,a,c,c,u,r,a,c,y,,,,
28638,a,u,r,o,c,,,,,,,
28639,a,u,p,r,,,,,,,,
28640,s,y,s,t,e,m,,,,,,
28641,l,1,,,,,,,,,,
28642,l,2,,,,,,,,,,
28643,f,e,a,t,u,r,e,s,,,,
28644,t,h,e,t,a,,,,,,,
28645,i,n,t,e,r,c,e,p,t,,,
28646,c,o,e,f,f,i,c,i,e,n,t,s
28647,a,c,c,u,r,a,c,y,,,,
28648,a,u,r,o,c,,,,,,,
28649,a,u,p,r,,,,,,,,
28650,s,y,s,t,e,m,,,,,,
28651,l,1,,,,,,,,,,
28652,l,2,,,,,,,,,,
28653,f,e,a,t,u,r,e,s,,,,
28654,t,h,e,t,a,,,,,,,
28655,i,n,t,e,r,c,e,p,t,,,
28656,c,o,e,f,f,i,c,i,e,n,t,s
28657,a,c,c,u,r,a,c,y,,,,
28658,a,u,r,o,c,,,,,,,
28659,a,u,p,r,,,,,,,,
28660,s,y,s,t,e,m,,,,,,
28661,l,1,,,,,,,,,,
28662,l,2,,,,,,,,,,
28663,f,e,a,t,u,r,e,s,,,,
28664,t,h,e,t,a,,,,,,,
28665,i,n,t,e,r,c,e,p,t,,,
28666,c,o,e,f,f,i,c,i,e,n,t,s
28667,a,c,c,u,r,a,c,y,,,,
28668,a,u,r,o,c,,,,,,,
28669,a,u,p,r,,,,,,,,
28670,s,y,s,t,e,m,,,,,,
28671,l,1,,,,,,,,,,
28672,l,2,,,,,,,,,,
28673,f,e,a,t,u,r,e,s,,,,
28674,t,h,e,t,a,,,,,,,
28675,i,n,t,e,r,c,e,p,t,,,
28676,c,o,e,f,f,i,c,i,e,n,t,s
28677,a,c,c,u,r,a,c,y,,,,
28678,a,u,r,o,c,,,,,,,
28679,a,u,p,r,,,,,,,,
28680,s,y,s,t,e,m,,,,,,
28681,l,1,,,,,,,,,,
28682,l,2,,,,,,,,,,
28683,f,e,a,t,u,r,e,s,,,,
28684,t,h,e,t,a,,,,,,,
28685,i,n,t,e,r,c,e,p,t,,,
28686,c,o,e,f,f,i,c,i,e,n,t,s
28687,a,c,c,u,r,a,c,y,,,,
28688,a,u,r,o,c,,,,,,,
28689,a,u,p,r,,,,,,,,
28690,s,y,s,t,e,m,,,,,,
28691,l,1,,,,,,,,,,
28692,l,2,,,,,,,,,,
28693,f,e,a,t,u,r,e,s,,,,
28694,t,h,e,t,a,,,,,,,
28695,i,n,t,e,r,c,e,p,t,,,
28696,c,o,e,f,f,i,c,i,e,n,t,s
28697,a,c,c,u,r,a,c,y,,,,
28698,a,u,r,o,c,,,,,,,
28699,a,u,p,r,,,,,,,,
28700,s,y,s,t,e,m,,,,,,
28701,l,1,,,,,,,,,,
28702,l,2,,,,,,,,,,
28703,f,e,a,t,u,r,e,s,,,,
28704,t,h,e,t,a,,,,,,,
28705,i,n,t,e,r,c,e,p,t,,,
28706,c,o,e,f,f,i,c,i,e,n,t,s
28707,a,c,c,u,r,a,c,y,,,,
28708,a,u,r,o,c,,,,,,,
28709,a,u,p,r,,,,,,,,
28710,s,y,s,t,e,m,,,,,,
28711,l,1,,,,,,,,,,
28712,l,2,,,,,,,,,,
28713,f,e,a,t,u,r,e,s,,,,
28714,t,h,e,t,a,,,,,,,
28715,i,n,t,e,r,c,e,p,t,,,
28716,c,o,e,f,f,i,c,i,e,n,t,s
28717,a,c,c,u,r,a,c,y,,,,
28718,a,u,r,o,c,,,,,,,
28719,a,u,p,r,,,,,,,,
28720,s,y,s,t,e,m,,,,,,
28721,l,1,,,,,,,,,,
28722,l,2,,,,,,,,,,
28723,f,e,a,t,u,r,e,s,,,,
28724,t,h,e,t,a,,,,,,,
28725,i,n,t,e,r,c,e,p,t,,,
28726,c,o,e,f,f,i,c,i,e,n,t,s
28727,a,c,c,u,r,a,c,y,,,,
28728,a,u,r,o,c,,,,,,,
28729,a,u,p,r,,,,,,,,
28730,s,y,s,t,e,m,,,,,,
28731,l,1,,,,,,,,,,
28732,l,2,,,,,,,,,,
28733,f,e,a,t,u,r,e,s,,,,
28734,t,h,e,t,a,,,,,,,
28735,i,n,t,e,r,c,e,p,t,,,
28736,c,o,e,f,f,i,c,i,e,n,t,s
28737,a,c,c,u,r,a,c,y,,,,
28738,a,u,r,o,c,,,,,,,
28739,a,u,p,r,,,,,,,,
28740,s,y,s,t,e,m,,,,,,
28741,l,1,,,,,,,,,,
28742,l,2,,,,,,,,,,
28743,f,e,a,t,u,r,e,s,,,,
28744,t,h,e,t,a,,,,,,,
28745,i,n,t,e,r,c,e,p,t,,,
28746,c,o,e,f,f,i,c,i,e,n,t,s
28747,a,c,c,u,r,a,c,y,,,,
28748,a,u,r,o,c,,,,,,,
28749,a,u,p,r,,,,,,,,
28750,s,y,s,t,e,m,,,,,,
28751,l,1,,,,,,,,,,
28752,l,2,,,,,,,,,,
28753,f,e,a,t,u,r,e,s,,,,
28754,t,h,e,t,a,,,,,,,
28755,i,n,t,e,r,c,e,p,t,,,
28756,c,o,e,f,f,i,c,i,e,n,t,s
28757,a,c,c,u,r,a,c,y,,,,
28758,a,u,r,o,c,,,,,,,
28759,a,u,p,r,,,,,,,,
28760,s,y,s,t,e,m,,,,,,
28761,l,1,,,,,,,,,,
28762,l,2,,,,,,,,,,
28763,f,e,a,t,u,r,e,s,,,,
28764,t,h,e,t,a,,,,,,,
28765,i,n,t,e,r,c,e,p,t,,,
28766,c,o,e,f,f,i,c,i,e,n,t,s
28767,a,c,c,u,r,a,c,y,,,,
28768,a,u,r,o,c,,,,,,,
28769,a,u,p,r,,,,,,,,
28770,s,y,s,t,e,m,,,,,,
28771,l,1,,,,,,,,,,
28772,l,2,,,,,,,,,,
28773,f,e,a,t,u,r,e,s,,,,
28774,t,h,e,t,a,,,,,,,
28775,i,n,t,e,r,c,e,p,t,,,
28776,c,o,e,f,f,i,c,i,e,n,t,s
28777,a,c,c,u,r,a,c,y,,,,
28778,a,u,r,o,c,,,,,,,
28779,a,u,p,r,,,,,,,,
28780,s,y,s,t,e,m,,,,,,
28781,l,1,,,,,,,,,,
28782,l,2,,,,,,,,,,
28783,f,e,a,t,u,r,e,s,,,,
28784,t,h,e,t,a,,,,,,,
28785,i,n,t,e,r,c,e,p,t,,,
28786,c,o,e,f,f,i,c,i,e,n,t,s
28787,a,c,c,u,r,a,c,y,,,,
28788,a,u,r,o,c,,,,,,,
28789,a,u,p,r,,,,,,,,
28790,s,y,s,t,e,m,,,,,,
28791,l,1,,,,,,,,,,
28792,l,2,,,,,,,,,,
28793,f,e,a,t,u,r,e,s,,,,
28794,t,h,e,t,a,,,,,,,
28795,i,n,t,e,r,c,e,p,t,,,
28796,c,o,e,f,f,i,c,i,e,n,t,s
28797,a,c,c,u,r,a,c,y,,,,
28798,a,u,r,o,c,,,,,,,
28799,a,u,p,r,,,,,,,,
28800,s,y,s,t,e,m,,,,,,
28801,l,1,,,,,,,,,,
28802,l,2,,,,,,,,,,
28803,f,e,a,t,u,r,e,s,,,,
28804,t,h,e,t,a,,,,,,,
28805,i,n,t,e,r,c,e,p,t,,,
28806,c,o,e,f,f,i,c,i,e,n,t,s
28807,a,c,c,u,r,a,c,y,,,,
28808,a,u,r,o,c,,,,,,,
28809,a,u,p,r,,,,,,,,
28810,s,y,s,t,e,m,,,,,,
28811,l,1,,,,,,,,,,
28812,l,2,,,,,,,,,,
28813,f,e,a,t,u,r,e,s,,,,
28814,t,h,e,t,a,,,,,,,
28815,i,n,t,e,r,c,e,p,t,,,
28816,c,o,e,f,f,i,c,i,e,n,t,s
28817,a,c,c,u,r,a,c,y,,,,
28818,a,u,r,o,c,,,,,,,
28819,a,u,p,r,,,,,,,,
28820,s,y,s,t,e,m,,,,,,
28821,l,1,,,,,,,,,,
28822,l,2,,,,,,,,,,
28823,f,e,a,t,u,r,e,s,,,,
28824,t,h,e,t,a,,,,,,,
28825,i,n,t,e,r,c,e,p,t,,,
28826,c,o,e,f,f,i,c,i,e,n,t,s
28827,a,c,c,u,r,a,c,y,,,,
28828,a,u,r,o,c,,,,,,,
28829,a,u,p,r,,,,,,,,
28830,s,y,s,t,e,m,,,,,,
28831,l,1,,,,,,,,,,
28832,l,2,,,,,,,,,,
28833,f,e,a,t,u,r,e,s,,,,
28834,t,h,e,t,a,,,,,,,
28835,i,n,t,e,r,c,e,p,t,,,
28836,c,o,e,f,f,i,c,i,e,n,t,s
28837,a,c,c,u,r,a,c,y,,,,
28838,a,u,r,o,c,,,,,,,
28839,a,u,p,r,,,,,,,,
28840,s,y,s,t,e,m,,,,,,
28841,l,1,,,,,,,,,,
28842,l,2,,,,,,,,,,
28843,f,e,a,t,u,r,e,s,,,,
28844,t,h,e,t,a,,,,,,,
28845,i,n,t,e,r,c,e,p,t,,,
28846,c,o,e,f,f,i,c,i,e,n,t,s
28847,a,c,c,u,r,a,c,y,,,,
28848,a,u,r,o,c,,,,,,,
28849,a,u,p,r,,,,,,,,
28850,s,y,s,t,e,m,,,,,,
28851,l,1,,,,,,,,,,
28852,l,2,,,,,,,,,,
28853,f,e,a,t,u,r,e,s,,,,
28854,t,h,e,t,a,,,,,,,
28855,i,n,t,e,r,c,e,p,t,,,
28856,c,o,e,f,f,i,c,i,e,n,t,s
28857,a,c,c,u,r,a,c,y,,,,
28858,a,u,r,o,c,,,,,,,
28859,a,u,p,r,,,,,,,,
28860,s,y,s,t,e,m,,,,,,
28861,l,1,,,,,,,,,,
28862,l,2,,,,,,,,,,
28863,f,e,a,t,u,r,e,s,,,,
28864,t,h,e,t,a,,,,,,,
28865,i,n,t,e,r,c,e,p,t,,,
28866,c,o,e,f,f,i,c,i,e,n,t,s
28867,a,c,c,u,r,a,c,y,,,,
28868,a,u,r,o,c,,,,,,,
28869,a,u,p,r,,,,,,,,
28870,s,y,s,t,e,m,,,,,,
28871,l,1,,,,,,,,,,
28872,l,2,,,,,,,,,,
28873,f,e,a,t,u,r,e,s,,,,
28874,t,h,e,t,a,,,,,,,
28875,i,n,t,e,r,c,e,p,t,,,
28876,c,o,e,f,f,i,c,i,e,n,t,s
28877,a,c,c,u,r,a,c,y,,,,
28878,a,u,r,o,c,,,,,,,
28879,a,u,p,r,,,,,,,,
28880,s,y,s,t,e,m,,,,,,
28881,l,1,,,,,,,,,,
28882,l,2,,,,,,,,,,
28883,f,e,a,t,u,r,e,s,,,,
28884,t,h,e,t,a,,,,,,,
28885,i,n,t,e,r,c,e,p,t,,,
28886,c,o,e,f,f,i,c,i,e,n,t,s
28887,a,c,c,u,r,a,c,y,,,,
28888,a,u,r,o,c,,,,,,,
28889,a,u,p,r,,,,,,,,
28890,s,y,s,t,e,m,,,,,,
28891,l,1,,,,,,,,,,
28892,l,2,,,,,,,,,,
28893,f,e,a,t,u,r,e,s,,,,
28894,t,h,e,t,a,,,,,,,
28895,i,n,t,e,r,c,e,p,t,,,
28896,c,o,e,f,f,i,c,i,e,n,t,s
28897,a,c,c,u,r,a,c,y,,,,
28898,a,u,r,o,c,,,,,,,
28899,a,u,p,r,,,,,,,,
28900,s,y,s,t,e,m,,,,,,
28901,l,1,,,,,,,,,,
28902,l,2,,,,,,,,,,
28903,f,e,a,t,u,r,e,s,,,,
28904,t,h,e,t,a,,,,,,,
28905,i,n,t,e,r,c,e,p,t,,,
28906,c,o,e,f,f,i,c,i,e,n,t,s
28907,a,c,c,u,r,a,c,y,,,,
28908,a,u,r,o,c,,,,,,,
28909,a,u,p,r,,,,,,,,
28910,s,y,s,t,e,m,,,,,,
28911,l,1,,,,,,,,,,
28912,l,2,,,,,,,,,,
28913,f,e,a,t,u,r,e,s,,,,
28914,t,h,e,t,a,,,,,,,
28915,i,n,t,e,r,c,e,p,t,,,
28916,c,o,e,f,f,i,c,i,e,n,t,s
28917,a,c,c,u,r,a,c,y,,,,
28918,a,u,r,o,c,,,,,,,
28919,a,u,p,r,,,,,,,,
28920,s,y,s,t,e,m,,,,,,
28921,l,1,,,,,,,,,,
28922,l,2,,,,,,,,,,
28923,f,e,a,t,u,r,e,s,,,,
28924,t,h,e,t,a,,,,,,,
28925,i,n,t,e,r,c,e,p,t,,,
28926,c,o,e,f,f,i,c,i,e,n,t,s
28927,a,c,c,u,r,a,c,y,,,,
28928,a,u,r,o,c,,,,,,,
28929,a,u,p,r,,,,,,,,
28930,s,y,s,t,e,m,,,,,,
28931,l,1,,,,,,,,,,
28932,l,2,,,,,,,,,,
28933,f,e,a,t,u,r,e,s,,,,
28934,t,h,e,t,a,,,,,,,
28935,i,n,t,e,r,c,e,p,t,,,
28936,c,o,e,f,f,i,c,i,e,n,t,s
28937,a,c,c,u,r,a,c,y,,,,
28938,a,u,r,o,c,,,,,,,
28939,a,u,p,r,,,,,,,,
28940,s,y,s,t,e,m,,,,,,
28941,l,1,,,,,,,,,,
28942,l,2,,,,,,,,,,
28943,f,e,a,t,u,r,e,s,,,,
28944,t,h,e,t,a,,,,,,,
28945,i,n,t,e,r,c,e,p,t,,,
28946,c,o,e,f,f,i,c,i,e,n,t,s
28947,a,c,c,u,r,a,c,y,,,,
28948,a,u,r,o,c,,,,,,,
28949,a,u,p,r,,,,,,,,
28950,s,y,s,t,e,m,,,,,,
28951,l,1,,,,,,,,,,
28952,l,2,,,,,,,,,,
28953,f,e,a,t,u,r,e,s,,,,
28954,t,h,e,t,a,,,,,,,
28955,i,n,t,e,r,c,e,p,t,,,
28956,c,o,e,f,f,i,c,i,e,n,t,s
28957,a,c,c,u,r,a,c,y,,,,
28958,a,u,r,o,c,,,,,,,
28959,a,u,p,r,,,,,,,,
28960,s,y,s,t,e,m,,,,,,
28961,l,1,,,,,,,,,,
28962,l,2,,,,,,,,,,
28963,f,e,a,t,u,r,e,s,,,,
28964,t,h,e,t,a,,,,,,,
28965,i,n,t,e,r,c,e,p,t,,,
28966,c,o,e,f,f,i,c,i,e,n,t,s
28967,a,c,c,u,r,a,c,y,,,,
28968,a,u,r,o,c,,,,,,,
28969,a,u,p,r,,,,,,,,
28970,s,y,s,t,e,m,,,,,,
28971,l,1,,,,,,,,,,
28972,l,2,,,,,,,,,,
28973,f,e,a,t,u,r,e,s,,,,
28974,t,h,e,t,a,,,,,,,
28975,i,n,t,e,r,c,e,p,t,,,
28976,c,o,e,f,f,i,c,i,e,n,t,s
28977,a,c,c,u,r,a,c,y,,,,
28978,a,u,r,o,c,,,,,,,
28979,a,u,p,r,,,,,,,,
28980,s,y,s,t,e,m,,,,,,
28981,l,1,,,,,,,,,,
28982,l,2,,,,,,,,,,
28983,f,e,a,t,u,r,e,s,,,,
28984,t,h,e,t,a,,,,,,,
28985,i,n,t,e,r,c,e,p,t,,,
28986,c,o,e,f,f,i,c,i,e,n,t,s
28987,a,c,c,u,r,a,c,y,,,,
28988,a,u,r,o,c,,,,,,,
28989,a,u,p,r,,,,,,,,
28990,s,y,s,t,e,m,,,,,,
28991,l,1,,,,,,,,,,
28992,l,2,,,,,,,,,,
28993,f,e,a,t,u,r,e,s,,,,
28994,t,h,e,t,a,,,,,,,
28995,i,n,t,e,r,c,e,p,t,,,
28996,c,o,e,f,f,i,c,i,e,n,t,s
28997,a,c,c,u,r,a,c,y,,,,
28998,a,u,r,o,c,,,,,,,
28999,a,u,p,r,,,,,,,,
29000,s,y,s,t,e,m,,,,,,
29001,l,1,,,,,,,,,,
29002,l,2,,,,,,,,,,
29003,f,e,a,t,u,r,e,s,,,,
29004,t,h,e,t,a,,,,,,,
29005,i,n,t,e,r,c,e,p,t,,,
29006,c,o,e,f,f,i,c,i,e,n,t,s
29007,a,c,c,u,r,a,c,y,,,,
29008,a,u,r,o,c,,,,,,,
29009,a,u,p,r,,,,,,,,
29010,s,y,s,t,e,m,,,,,,
29011,l,1,,,,,,,,,,
29012,l,2,,,,,,,,,,
29013,f,e,a,t,u,r,e,s,,,,
29014,t,h,e,t,a,,,,,,,
29015,i,n,t,e,r,c,e,p,t,,,
29016,c,o,e,f,f,i,c,i,e,n,t,s
29017,a,c,c,u,r,a,c,y,,,,
29018,a,u,r,o,c,,,,,,,
29019,a,u,p,r,,,,,,,,
29020,s,y,s,t,e,m,,,,,,
29021,l,1,,,,,,,,,,
29022,l,2,,,,,,,,,,
29023,f,e,a,t,u,r,e,s,,,,
29024,t,h,e,t,a,,,,,,,
29025,i,n,t,e,r,c,e,p,t,,,
29026,c,o,e,f,f,i,c,i,e,n,t,s
29027,a,c,c,u,r,a,c,y,,,,
29028,a,u,r,o,c,,,,,,,
29029,a,u,p,r,,,,,,,,
29030,s,y,s,t,e,m,,,,,,
29031,l,1,,,,,,,,,,
29032,l,2,,,,,,,,,,
29033,f,e,a,t,u,r,e,s,,,,
29034,t,h,e,t,a,,,,,,,
29035,i,n,t,e,r,c,e,p,t,,,
29036,c,o,e,f,f,i,c,i,e,n,t,s
29037,a,c,c,u,r,a,c,y,,,,
29038,a,u,r,o,c,,,,,,,
29039,a,u,p,r,,,,,,,,
29040,s,y,s,t,e,m,,,,,,
29041,l,1,,,,,,,,,,
29042,l,2,,,,,,,,,,
29043,f,e,a,t,u,r,e,s,,,,
29044,t,h,e,t,a,,,,,,,
29045,i,n,t,e,r,c,e,p,t,,,
29046,c,o,e,f,f,i,c,i,e,n,t,s
29047,a,c,c,u,r,a,c,y,,,,
29048,a,u,r,o,c,,,,,,,
29049,a,u,p,r,,,,,,,,
29050,s,y,s,t,e,m,,,,,,
29051,l,1,,,,,,,,,,
29052,l,2,,,,,,,,,,
29053,f,e,a,t,u,r,e,s,,,,
29054,t,h,e,t,a,,,,,,,
29055,i,n,t,e,r,c,e,p,t,,,
29056,c,o,e,f,f,i,c,i,e,n,t,s
29057,a,c,c,u,r,a,c,y,,,,
29058,a,u,r,o,c,,,,,,,
29059,a,u,p,r,,,,,,,,
29060,s,y,s,t,e,m,,,,,,
29061,l,1,,,,,,,,,,
29062,l,2,,,,,,,,,,
29063,f,e,a,t,u,r,e,s,,,,
29064,t,h,e,t,a,,,,,,,
29065,i,n,t,e,r,c,e,p,t,,,
29066,c,o,e,f,f,i,c,i,e,n,t,s
29067,a,c,c,u,r,a,c,y,,,,
29068,a,u,r,o,c,,,,,,,
29069,a,u,p,r,,,,,,,,
29070,s,y,s,t,e,m,,,,,,
29071,l,1,,,,,,,,,,
29072,l,2,,,,,,,,,,
29073,f,e,a,t,u,r,e,s,,,,
29074,t,h,e,t,a,,,,,,,
29075,i,n,t,e,r,c,e,p,t,,,
29076,c,o,e,f,f,i,c,i,e,n,t,s
29077,a,c,c,u,r,a,c,y,,,,
29078,a,u,r,o,c,,,,,,,
29079,a,u,p,r,,,,,,,,
29080,s,y,s,t,e,m,,,,,,
29081,l,1,,,,,,,,,,
29082,l,2,,,,,,,,,,
29083,f,e,a,t,u,r,e,s,,,,
29084,t,h,e,t,a,,,,,,,
29085,i,n,t,e,r,c,e,p,t,,,
29086,c,o,e,f,f,i,c,i,e,n,t,s
29087,a,c,c,u,r,a,c,y,,,,
29088,a,u,r,o,c,,,,,,,
29089,a,u,p,r,,,,,,,,
29090,s,y,s,t,e,m,,,,,,
29091,l,1,,,,,,,,,,
29092,l,2,,,,,,,,,,
29093,f,e,a,t,u,r,e,s,,,,
29094,t,h,e,t,a,,,,,,,
29095,i,n,t,e,r,c,e,p,t,,,
29096,c,o,e,f,f,i,c,i,e,n,t,s
29097,a,c,c,u,r,a,c,y,,,,
29098,a,u,r,o,c,,,,,,,
29099,a,u,p,r,,,,,,,,
29100,s,y,s,t,e,m,,,,,,
29101,l,1,,,,,,,,,,
29102,l,2,,,,,,,,,,
29103,f,e,a,t,u,r,e,s,,,,
29104,t,h,e,t,a,,,,,,,
29105,i,n,t,e,r,c,e,p,t,,,
29106,c,o,e,f,f,i,c,i,e,n,t,s
29107,a,c,c,u,r,a,c,y,,,,
29108,a,u,r,o,c,,,,,,,
29109,a,u,p,r,,,,,,,,
29110,s,y,s,t,e,m,,,,,,
29111,l,1,,,,,,,,,,
29112,l,2,,,,,,,,,,
29113,f,e,a,t,u,r,e,s,,,,
29114,t,h,e,t,a,,,,,,,
29115,i,n,t,e,r,c,e,p,t,,,
29116,c,o,e,f,f,i,c,i,e,n,t,s
29117,a,c,c,u,r,a,c,y,,,,
29118,a,u,r,o,c,,,,,,,
29119,a,u,p,r,,,,,,,,
29120,s,y,s,t,e,m,,,,,,
29121,l,1,,,,,,,,,,
29122,l,2,,,,,,,,,,
29123,f,e,a,t,u,r,e,s,,,,
29124,t,h,e,t,a,,,,,,,
29125,i,n,t,e,r,c,e,p,t,,,
29126,c,o,e,f,f,i,c,i,e,n,t,s
29127,a,c,c,u,r,a,c,y,,,,
29128,a,u,r,o,c,,,,,,,
29129,a,u,p,r,,,,,,,,
29130,s,y,s,t,e,m,,,,,,
29131,l,1,,,,,,,,,,
29132,l,2,,,,,,,,,,
29133,f,e,a,t,u,r,e,s,,,,
29134,t,h,e,t,a,,,,,,,
29135,i,n,t,e,r,c,e,p,t,,,
29136,c,o,e,f,f,i,c,i,e,n,t,s
29137,a,c,c,u,r,a,c,y,,,,
29138,a,u,r,o,c,,,,,,,
29139,a,u,p,r,,,,,,,,
29140,s,y,s,t,e,m,,,,,,
29141,l,1,,,,,,,,,,
29142,l,2,,,,,,,,,,
29143,f,e,a,t,u,r,e,s,,,,
29144,t,h,e,t,a,,,,,,,
29145,i,n,t,e,r,c,e,p,t,,,
29146,c,o,e,f,f,i,c,i,e,n,t,s
29147,a,c,c,u,r,a,c,y,,,,
29148,a,u,r,o,c,,,,,,,
29149,a,u,p,r,,,,,,,,
29150,s,y,s,t,e,m,,,,,,
29151,l,1,,,,,,,,,,
29152,l,2,,,,,,,,,,
29153,f,e,a,t,u,r,e,s,,,,
29154,t,h,e,t,a,,,,,,,
29155,i,n,t,e,r,c,e,p,t,,,
29156,c,o,e,f,f,i,c,i,e,n,t,s
29157,a,c,c,u,r,a,c,y,,,,
29158,a,u,r,o,c,,,,,,,
29159,a,u,p,r,,,,,,,,
29160,s,y,s,t,e,m,,,,,,
29161,l,1,,,,,,,,,,
29162,l,2,,,,,,,,,,
29163,f,e,a,t,u,r,e,s,,,,
29164,t,h,e,t,a,,,,,,,
29165,i,n,t,e,r,c,e,p,t,,,
29166,c,o,e,f,f,i,c,i,e,n,t,s
29167,a,c,c,u,r,a,c,y,,,,
29168,a,u,r,o,c,,,,,,,
29169,a,u,p,r,,,,,,,,
29170,s,y,s,t,e,m,,,,,,
29171,l,1,,,,,,,,,,
